RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger V 475;;
1159;2020/09/10 08:18:00;-27,1;58.9
1160;2020/09/10 08:19:00;-27,1;59
1161;2020/09/10 08:20:00;-27;59
1162;2020/09/10 08:21:00;-26,9;58.5
1163;2020/09/10 08:22:00;-26,8;58.5
1164;2020/09/10 08:23:00;-26,8;58.1
1165;2020/09/10 08:24:00;-26,7;58.1
1166;2020/09/10 08:25:00;-26,6;58.1
1167;2020/09/10 08:26:00;-26,6;57.6
1168;2020/09/10 08:27:00;-26,5;57.6
1169;2020/09/10 08:28:00;-26,5;57.6
1170;2020/09/10 08:29:00;-26,5;57.6
1171;2020/09/10 08:30:00;-26,4;57.2
1172;2020/09/10 08:31:00;-26,4;57.2
1173;2020/09/10 08:32:00;-26,3;57.2
1174;2020/09/10 08:33:00;-26,3;57.2
1175;2020/09/10 08:34:00;-26,2;57.2
1176;2020/09/10 08:35:00;-26,2;57.2
1177;2020/09/10 08:36:00;-26,1;57.2
1178;2020/09/10 08:37:00;-26,1;57.2
1179;2020/09/10 08:38:00;-26,1;57.2
1180;2020/09/10 08:39:00;-26;57.2
1181;2020/09/10 08:40:00;-26;57.2
1182;2020/09/10 08:41:00;-26;56.7
1183;2020/09/10 08:42:00;-25,9;56.7
1184;2020/09/10 08:43:00;-25,9;56.7
1185;2020/09/10 08:44:00;-25,9;56.7
1186;2020/09/10 08:45:00;-25,9;56.7
1187;2020/09/10 08:46:00;-25,8;56.7
1188;2020/09/10 08:47:00;-25,8;57.2
1189;2020/09/10 08:48:00;-25,8;57.2
1190;2020/09/10 08:49:00;-25,8;57.2
1191;2020/09/10 08:50:00;-25,8;57.2
1192;2020/09/10 08:51:00;-25,8;57.2
1193;2020/09/10 08:52:00;-25,8;57.2
1194;2020/09/10 08:53:00;-25,8;57.2
1195;2020/09/10 08:54:00;-25,8;57.2
1196;2020/09/10 08:55:00;-25,9;57.7
1197;2020/09/10 08:56:00;-25,9;57.7
1198;2020/09/10 08:57:00;-25,9;58.1
1199;2020/09/10 08:58:00;-25,9;58.1
1200;2020/09/10 08:59:00;-25,9;58.6
1201;2020/09/10 09:00:00;-26;59.1
1202;2020/09/10 09:01:00;-26;59.1
1203;2020/09/10 09:02:00;-26;59.5
1204;2020/09/10 09:03:00;-26,1;60
1205;2020/09/10 09:04:00;-26,1;60
1206;2020/09/10 09:05:00;-26,1;60.4
1207;2020/09/10 09:06:00;-26,2;60.9
1208;2020/09/10 09:07:00;-26,2;61.3
1209;2020/09/10 09:08:00;-26,3;61.3
1210;2020/09/10 09:09:00;-26,3;61.8
1211;2020/09/10 09:10:00;-26,4;62.2
1212;2020/09/10 09:11:00;-26,5;62.2
1213;2020/09/10 09:12:00;-26,5;62.7
1214;2020/09/10 09:13:00;-26,5;62.6
1215;2020/09/10 09:14:00;-26,6;63.1
1216;2020/09/10 09:15:00;-26,7;63.1
1217;2020/09/10 09:16:00;-26,7;63.1
1218;2020/09/10 09:17:00;-26,8;63.5
1219;2020/09/10 09:18:00;-26,9;63.5
1220;2020/09/10 09:19:00;-27;63.4
1221;2020/09/10 09:20:00;-27;63.9
1222;2020/09/10 09:21:00;-27,1;63.9
1223;2020/09/10 09:22:00;-27,1;63.8
1224;2020/09/10 09:23:00;-27,2;64.3
1225;2020/09/10 09:24:00;-27,3;64.3
1226;2020/09/10 09:25:00;-27,4;64.7
1227;2020/09/10 09:26:00;-27,5;64.7
1228;2020/09/10 09:27:00;-27,6;65.1
1229;2020/09/10 09:28:00;-27,7;65.1
1230;2020/09/10 09:29:00;-27,8;65.5
1231;2020/09/10 09:30:00;-27,8;65.5
1232;2020/09/10 09:31:00;-27,9;65.5
1233;2020/09/10 09:32:00;-28;65.9
1234;2020/09/10 09:33:00;-28;65.9
1235;2020/09/10 09:34:00;-28,1;65.9
1236;2020/09/10 09:35:00;-28,2;65.9
1237;2020/09/10 09:36:00;-28,3;66.3
1238;2020/09/10 09:37:00;-28,4;66.3
1239;2020/09/10 09:38:00;-28,5;66.3
1240;2020/09/10 09:39:00;-28,6;66.2
1241;2020/09/10 09:40:00;-28,7;66.2
1242;2020/09/10 09:41:00;-28,8;66.2
1243;2020/09/10 09:42:00;-28,9;66.6
1244;2020/09/10 09:43:00;-29;66.6
1245;2020/09/10 09:44:00;-29,1;66.6
1246;2020/09/10 09:45:00;-29,2;66.6
1247;2020/09/10 09:46:00;-29,3;66.6
1248;2020/09/10 09:47:00;-29,3;67
1249;2020/09/10 09:48:00;-29,4;67
1250;2020/09/10 09:49:00;-29,4;67
1251;2020/09/10 09:50:00;-29,5;67
1252;2020/09/10 09:51:00;-29,5;66.9
1253;2020/09/10 09:52:00;-29,6;67.4
1254;2020/09/10 09:53:00;-29,6;67.4
1255;2020/09/10 09:54:00;-29,6;67.4
1256;2020/09/10 09:55:00;-29,7;67.4
1257;2020/09/10 09:56:00;-29,7;67.4
1258;2020/09/10 09:57:00;-29,7;67.3
1259;2020/09/10 09:58:00;-29,8;67.3
1260;2020/09/10 09:59:00;-29,9;67.3
1261;2020/09/10 10:00:00;-30;67.3
1262;2020/09/10 10:01:00;-30;67.3
1263;2020/09/10 10:02:00;-30,1;67.3
1264;2020/09/10 10:03:00;-30,1;67.3
1265;2020/09/10 10:04:00;-30,1;67.3
1266;2020/09/10 10:05:00;-30,2;67.3
1267;2020/09/10 10:06:00;-30,2;67.3
1268;2020/09/10 10:07:00;-30,3;67.2
1269;2020/09/10 10:08:00;-30,3;67.7
1270;2020/09/10 10:09:00;-30,4;67.7
1271;2020/09/10 10:10:00;-30,4;67.7
1272;2020/09/10 10:11:00;-30,4;67.7
1273;2020/09/10 10:12:00;-30,4;67.7
1274;2020/09/10 10:13:00;-30,5;68.1
1275;2020/09/10 10:14:00;-30,5;67.6
1276;2020/09/10 10:15:00;-30,5;67.6
1277;2020/09/10 10:16:00;-30,6;67.6
1278;2020/09/10 10:17:00;-30,6;67.6
1279;2020/09/10 10:18:00;-30,7;67.6
1280;2020/09/10 10:19:00;-30,7;67.6
1281;2020/09/10 10:20:00;-30,7;67.6
1282;2020/09/10 10:21:00;-30,8;67.6
1283;2020/09/10 10:22:00;-30,8;67.6
1284;2020/09/10 10:23:00;-30,8;67.6
1285;2020/09/10 10:24:00;-30,9;68
1286;2020/09/10 10:25:00;-30,9;67.6
1287;2020/09/10 10:26:00;-30,9;68
1288;2020/09/10 10:27:00;-31;68
1289;2020/09/10 10:28:00;-31;68
1290;2020/09/10 10:29:00;-31;68
1291;2020/09/10 10:30:00;-31;68
1292;2020/09/10 10:31:00;-31;68
1293;2020/09/10 10:32:00;-31,1;68
1294;2020/09/10 10:33:00;-31,1;68
1295;2020/09/10 10:34:00;-31,1;68
1296;2020/09/10 10:35:00;-31,1;68
1297;2020/09/10 10:36:00;-31,1;68
1298;2020/09/10 10:37:00;-31,1;67.9
1299;2020/09/10 10:38:00;-31,2;67.9
1300;2020/09/10 10:39:00;-31,2;67.9
1301;2020/09/10 10:40:00;-31,3;67.5
1302;2020/09/10 10:41:00;-31,3;67.5
1303;2020/09/10 10:42:00;-31,4;67.5
1304;2020/09/10 10:43:00;-31,4;67.5
1305;2020/09/10 10:44:00;-31,5;67.5
1306;2020/09/10 10:45:00;-31,5;67.4
1307;2020/09/10 10:46:00;-31,5;67.4
1308;2020/09/10 10:47:00;-31,6;67.9
1309;2020/09/10 10:48:00;-31,6;67.9
1310;2020/09/10 10:49:00;-31,6;67.9
1311;2020/09/10 10:50:00;-31,6;67.9
1312;2020/09/10 10:51:00;-31,6;67.9
1313;2020/09/10 10:52:00;-31,6;67.9
1314;2020/09/10 10:53:00;-31,7;67.9
1315;2020/09/10 10:54:00;-31,6;67.9
1316;2020/09/10 10:55:00;-31,7;67.9
1317;2020/09/10 10:56:00;-31,7;67.8
1318;2020/09/10 10:57:00;-31,7;67.8
1319;2020/09/10 10:58:00;-31,7;67.8
1320;2020/09/10 10:59:00;-31,8;67.8
1321;2020/09/10 11:00:00;-31,8;67.8
1322;2020/09/10 11:01:00;-31,8;67.8
1323;2020/09/10 11:02:00;-31,8;67.8
1324;2020/09/10 11:03:00;-31,8;67.8
1325;2020/09/10 11:04:00;-31,8;67.8
1326;2020/09/10 11:05:00;-31,8;67.8
1327;2020/09/10 11:06:00;-31,9;67.8
1328;2020/09/10 11:07:00;-31,9;67.8
1329;2020/09/10 11:08:00;-31,9;67.8
1330;2020/09/10 11:09:00;-31,9;67.8
1331;2020/09/10 11:10:00;-31,9;67.8
1332;2020/09/10 11:11:00;-32;67.8
1333;2020/09/10 11:12:00;-32;67.8
1334;2020/09/10 11:13:00;-32;67.8
1335;2020/09/10 11:14:00;-32;67.8
1336;2020/09/10 11:15:00;-32;67.8
1337;2020/09/10 11:16:00;-32;67.8
1338;2020/09/10 11:17:00;-32;67.8
1339;2020/09/10 11:18:00;-32;67.8
1340;2020/09/10 11:19:00;-32;67.8
1341;2020/09/10 11:20:00;-32,1;67.8
1342;2020/09/10 11:21:00;-32,1;67.8
1343;2020/09/10 11:22:00;-32,1;67.8
1344;2020/09/10 11:23:00;-32,1;67.8
1345;2020/09/10 11:24:00;-32,1;67.8
1346;2020/09/10 11:25:00;-32,1;68.2
1347;2020/09/10 11:26:00;-32,1;67.8
1348;2020/09/10 11:27:00;-32,1;67.8
1349;2020/09/10 11:28:00;-32,1;68.2
1350;2020/09/10 11:29:00;-32,1;68.2
1351;2020/09/10 11:30:00;-32,1;68.2
1352;2020/09/10 11:31:00;-32,1;68.2
1353;2020/09/10 11:32:00;-32,2;68.2
1354;2020/09/10 11:33:00;-32,2;68.2
1355;2020/09/10 11:34:00;-32,2;68.2
1356;2020/09/10 11:35:00;-32,2;68.2
1357;2020/09/10 11:36:00;-32,2;68.2
1358;2020/09/10 11:37:00;-32,2;68.2
1359;2020/09/10 11:38:00;-32,2;68.2
1360;2020/09/10 11:39:00;-32,2;68.2
1361;2020/09/10 11:40:00;-32,2;68.2
1362;2020/09/10 11:41:00;-32,2;68.2
1363;2020/09/10 11:42:00;-32,2;68.2
1364;2020/09/10 11:43:00;-32,2;68.2
1365;2020/09/10 11:44:00;-32,2;68.2
1366;2020/09/10 11:45:00;-32,2;68.2
1367;2020/09/10 11:46:00;-32,2;68.2
1368;2020/09/10 11:47:00;-32,2;68.2
1369;2020/09/10 11:48:00;-32,2;68.2
1370;2020/09/10 11:49:00;-32,2;68.2
1371;2020/09/10 11:50:00;-32,2;68.2
1372;2020/09/10 11:51:00;-32,2;68.2
1373;2020/09/10 11:52:00;-32,2;68.2
1374;2020/09/10 11:53:00;-32,1;68.2
1375;2020/09/10 11:54:00;-32,1;68.2
1376;2020/09/10 11:55:00;-32,1;68.2
1377;2020/09/10 11:56:00;-32,1;68.2
1378;2020/09/10 11:57:00;-32,1;67.8
1379;2020/09/10 11:58:00;-32;67.8
1380;2020/09/10 11:59:00;-32;67.4
1381;2020/09/10 12:00:00;-32;67
1382;2020/09/10 12:01:00;-32;67
1383;2020/09/10 12:02:00;-31,9;67
1384;2020/09/10 12:03:00;-31,8;67
1385;2020/09/10 12:04:00;-31,8;67
1386;2020/09/10 12:05:00;-31,7;66.6
1387;2020/09/10 12:06:00;-31,6;66.6
1388;2020/09/10 12:07:00;-31,6;66.6
1389;2020/09/10 12:08:00;-31,5;66.2
1390;2020/09/10 12:09:00;-31,4;66.2
1391;2020/09/10 12:10:00;-31,3;65.8
1392;2020/09/10 12:11:00;-31,2;65.8
1393;2020/09/10 12:12:00;-31,1;65.4
1394;2020/09/10 12:13:00;-31,1;65.4
1395;2020/09/10 12:14:00;-31;65
1396;2020/09/10 12:15:00;-30,9;65
1397;2020/09/10 12:16:00;-30,8;64.6
1398;2020/09/10 12:17:00;-30,7;64.6
1399;2020/09/10 12:18:00;-30,6;64.2
1400;2020/09/10 12:19:00;-30,5;63.7
1401;2020/09/10 12:20:00;-30,4;63.3
1402;2020/09/10 12:21:00;-30,3;63.3
1403;2020/09/10 12:22:00;-30,2;62.4
1404;2020/09/10 12:23:00;-30,1;62
1405;2020/09/10 12:24:00;-30,1;62
1406;2020/09/10 12:25:00;-29,9;61.1
1407;2020/09/10 12:26:00;-29,8;60.7
1408;2020/09/10 12:27:00;-29,7;60.2
1409;2020/09/10 12:28:00;-29,6;59.3
1410;2020/09/10 12:29:00;-29,5;58.9
1411;2020/09/10 12:30:00;-29,4;58.9
1412;2020/09/10 12:31:00;-29,3;58.5
1413;2020/09/10 12:32:00;-29,2;57.6
1414;2020/09/10 12:33:00;-29,1;57.1
1415;2020/09/10 12:34:00;-28,9;56.2
1416;2020/09/10 12:35:00;-28,8;55.7
1417;2020/09/10 12:36:00;-28,6;54.8
1418;2020/09/10 12:37:00;-28,5;54.8
1419;2020/09/10 12:38:00;-28,5;54.8
1420;2020/09/10 12:39:00;-28,3;54.4
1421;2020/09/10 12:40:00;-28,2;53.9
1422;2020/09/10 12:41:00;-28;53.5
1423;2020/09/10 12:42:00;-27,9;53.5
1424;2020/09/10 12:43:00;-27,8;53.5
1425;2020/09/10 12:44:00;-27,6;53.1
1426;2020/09/10 12:45:00;-27,4;53.1
1427;2020/09/10 12:46:00;-27,2;53.1
1428;2020/09/10 12:47:00;-27,1;53.2
1429;2020/09/10 12:48:00;-27;52.7
1430;2020/09/10 12:49:00;-26,8;52.7
1431;2020/09/10 12:50:00;-26,6;52.8
1432;2020/09/10 12:51:00;-26,5;52.8
1433;2020/09/10 12:52:00;-26,3;52.8
1434;2020/09/10 12:53:00;-26,1;52.9
1435;2020/09/10 12:54:00;-25,9;52.9
1436;2020/09/10 12:55:00;-25,8;52.4
1437;2020/09/10 12:56:00;-25,7;52.5
1438;2020/09/10 12:57:00;-25,5;52.5
1439;2020/09/10 12:58:00;-25,4;52
1440;2020/09/10 12:59:00;-25,2;52
1441;2020/09/10 13:00:00;-25,1;52
1442;2020/09/10 13:01:00;-25;52.1
1443;2020/09/10 13:02:00;-24,9;52.1
1444;2020/09/10 13:03:00;-24,8;51.6
1445;2020/09/10 13:04:00;-24,6;51.6
1446;2020/09/10 13:05:00;-24,5;51.6
1447;2020/09/10 13:06:00;-24,5;51.6
1448;2020/09/10 13:07:00;-24,4;51.6
1449;2020/09/10 13:08:00;-24,3;51.6
1450;2020/09/10 13:09:00;-24,3;51.7
1451;2020/09/10 13:10:00;-24,2;51.7
1452;2020/09/10 13:11:00;-24,2;51.7
1453;2020/09/10 13:12:00;-24,1;51.7
1454;2020/09/10 13:13:00;-24;51.7
1455;2020/09/10 13:14:00;-23,9;51.7
1456;2020/09/10 13:15:00;-23,9;51.7
1457;2020/09/10 13:16:00;-23,8;51.7
1458;2020/09/10 13:17:00;-23,8;52.2
1459;2020/09/10 13:18:00;-23,7;52.2
1460;2020/09/10 13:19:00;-23,6;52.2
1461;2020/09/10 13:20:00;-23,6;52.7
1462;2020/09/10 13:21:00;-23,5;52.7
1463;2020/09/10 13:22:00;-23,5;53.3
1464;2020/09/10 13:23:00;-23,4;53.3
1465;2020/09/10 13:24:00;-23,3;53.3
1466;2020/09/10 13:25:00;-23,3;53.3
1467;2020/09/10 13:26:00;-23,3;53.3
1468;2020/09/10 13:27:00;-23,2;53.3
1469;2020/09/10 13:28:00;-23,2;53.3
1470;2020/09/10 13:29:00;-23,2;53.3
1471;2020/09/10 13:30:00;-23,2;53.3
1472;2020/09/10 13:31:00;-23,2;53.8
1473;2020/09/10 13:32:00;-23,2;53.8
1474;2020/09/10 13:33:00;-23,2;53.8
1475;2020/09/10 13:34:00;-23,2;53.7
1476;2020/09/10 13:35:00;-23,2;53.7
1477;2020/09/10 13:36:00;-23,2;53.7
1478;2020/09/10 13:37:00;-23,2;53.7
1479;2020/09/10 13:38:00;-23,2;53.7
1480;2020/09/10 13:39:00;-23,2;54.2
1481;2020/09/10 13:40:00;-23,2;54.2
1482;2020/09/10 13:41:00;-23,3;54.7
1483;2020/09/10 13:42:00;-23,3;54.7
1484;2020/09/10 13:43:00;-23,3;54.7
1485;2020/09/10 13:44:00;-23,3;54.7
1486;2020/09/10 13:45:00;-23,4;55.2
1487;2020/09/10 13:46:00;-23,4;55.2
1488;2020/09/10 13:47:00;-23,5;55.6
1489;2020/09/10 13:48:00;-23,5;55.6
1490;2020/09/10 13:49:00;-23,6;55.6
1491;2020/09/10 13:50:00;-23,7;56.1
1492;2020/09/10 13:51:00;-23,8;56.6
1493;2020/09/10 13:52:00;-23,8;56.5
1494;2020/09/10 13:53:00;-23,8;57
1495;2020/09/10 13:54:00;-23,9;57
1496;2020/09/10 13:55:00;-24;57.5
1497;2020/09/10 13:56:00;-24,1;57.9
1498;2020/09/10 13:57:00;-24,2;57.9
1499;2020/09/10 13:58:00;-24,3;58.4
1500;2020/09/10 13:59:00;-24,4;58.8
1501;2020/09/10 14:00:00;-24,5;58.8
1502;2020/09/10 14:01:00;-24,5;59.3
1503;2020/09/10 14:02:00;-24,6;59.2
1504;2020/09/10 14:03:00;-24,7;59.7
1505;2020/09/10 14:04:00;-24,8;60.1
1506;2020/09/10 14:05:00;-24,9;60.1
1507;2020/09/10 14:06:00;-25;60.6
1508;2020/09/10 14:07:00;-25,1;61
1509;2020/09/10 14:08:00;-25,1;61
1510;2020/09/10 14:09:00;-25,2;61.4
1511;2020/09/10 14:10:00;-25,3;61.9
1512;2020/09/10 14:11:00;-25,4;61.9
1513;2020/09/10 14:12:00;-25,5;62.3
1514;2020/09/10 14:13:00;-25,6;62.7
1515;2020/09/10 14:14:00;-25,7;63.2
1516;2020/09/10 14:15:00;-25,8;63.6
1517;2020/09/10 14:16:00;-25,8;63.6
1518;2020/09/10 14:17:00;-25,9;64
1519;2020/09/10 14:18:00;-26;64.5
1520;2020/09/10 14:19:00;-26,1;64.5
1521;2020/09/10 14:20:00;-26,2;64.9
1522;2020/09/10 14:21:00;-26,3;65.3
1523;2020/09/10 14:22:00;-26,4;65.3
1524;2020/09/10 14:23:00;-26,5;65.8
1525;2020/09/10 14:24:00;-26,5;66.2
1526;2020/09/10 14:25:00;-26,6;66.2
1527;2020/09/10 14:26:00;-26,7;66.6
1528;2020/09/10 14:27:00;-26,7;66.6
1529;2020/09/10 14:28:00;-26,8;67
1530;2020/09/10 14:29:00;-26,9;67.5
1531;2020/09/10 14:30:00;-27;67.4
1532;2020/09/10 14:31:00;-27;67.4
1533;2020/09/10 14:32:00;-27,1;67.9
1534;2020/09/10 14:33:00;-27,1;68.3
1535;2020/09/10 14:34:00;-27,1;68.7
1536;2020/09/10 14:35:00;-27,2;68.7
1537;2020/09/10 14:36:00;-27,3;68.7
1538;2020/09/10 14:37:00;-27,3;69.1
1539;2020/09/10 14:38:00;-27,4;69.1
1540;2020/09/10 14:39:00;-27,4;69.6
1541;2020/09/10 14:40:00;-27,5;69.5
1542;2020/09/10 14:41:00;-27,6;70
1543;2020/09/10 14:42:00;-27,6;70
1544;2020/09/10 14:43:00;-27,7;69.9
1545;2020/09/10 14:44:00;-27,7;70.4
1546;2020/09/10 14:45:00;-27,8;70.4
1547;2020/09/10 14:46:00;-27,8;70.8
1548;2020/09/10 14:47:00;-27,8;70.8
1549;2020/09/10 14:48:00;-27,8;70.8
1550;2020/09/10 14:49:00;-27,9;70.8
1551;2020/09/10 14:50:00;-27,9;71.2
1552;2020/09/10 14:51:00;-28;71.2
1553;2020/09/10 14:52:00;-28;71.2
1554;2020/09/10 14:53:00;-28,1;71.2
1555;2020/09/10 14:54:00;-28,1;71.6
1556;2020/09/10 14:55:00;-28,2;71.6
1557;2020/09/10 14:56:00;-28,2;71.6
1558;2020/09/10 14:57:00;-28,3;71.5
1559;2020/09/10 14:58:00;-28,3;71.5
1560;2020/09/10 14:59:00;-28,4;71.5
1561;2020/09/10 15:00:00;-28,4;71.5
1562;2020/09/10 15:01:00;-28,5;71.5
1563;2020/09/10 15:02:00;-28,5;71.5
1564;2020/09/10 15:03:00;-28,5;71.5
1565;2020/09/10 15:04:00;-28,5;71.9
1566;2020/09/10 15:05:00;-28,5;71.5
1567;2020/09/10 15:06:00;-28,6;71.9
1568;2020/09/10 15:07:00;-28,6;71.9
1569;2020/09/10 15:08:00;-28,7;71.9
1570;2020/09/10 15:09:00;-28,7;71.9
1571;2020/09/10 15:10:00;-28,7;71.9
1572;2020/09/10 15:11:00;-28,8;71.9
1573;2020/09/10 15:12:00;-28,8;72.3
1574;2020/09/10 15:13:00;-28,8;72.3
1575;2020/09/10 15:14:00;-28,9;72.3
1576;2020/09/10 15:15:00;-28,9;72.7
1577;2020/09/10 15:16:00;-28,9;72.7
1578;2020/09/10 15:17:00;-29;73.1
1579;2020/09/10 15:18:00;-29;73.1
1580;2020/09/10 15:19:00;-29;73.1
1581;2020/09/10 15:20:00;-29,1;73.1
1582;2020/09/10 15:21:00;-29,1;73.1
1583;2020/09/10 15:22:00;-29,1;73.5
1584;2020/09/10 15:23:00;-29,1;73.5
1585;2020/09/10 15:24:00;-29,2;73.5
1586;2020/09/10 15:25:00;-29,2;73.5
1587;2020/09/10 15:26:00;-29,2;73.5
1588;2020/09/10 15:27:00;-29,2;73.5
1589;2020/09/10 15:28:00;-29,3;73.5
1590;2020/09/10 15:29:00;-29,3;73.5
1591;2020/09/10 15:30:00;-29,3;73.4
1592;2020/09/10 15:31:00;-29,3;73.4
1593;2020/09/10 15:32:00;-29,3;73.4
1594;2020/09/10 15:33:00;-29,3;73.4
1595;2020/09/10 15:34:00;-29,4;73.4
1596;2020/09/10 15:35:00;-29,4;73.4
1597;2020/09/10 15:36:00;-29,4;73.8
1598;2020/09/10 15:37:00;-29,5;73.8
1599;2020/09/10 15:38:00;-29,5;73.8
1600;2020/09/10 15:39:00;-29,5;73.8
1601;2020/09/10 15:40:00;-29,5;74.2
1602;2020/09/10 15:41:00;-29,6;74.2
1603;2020/09/10 15:42:00;-29,6;74.6
1604;2020/09/10 15:43:00;-29,6;74.6
1605;2020/09/10 15:44:00;-29,6;74.6
1606;2020/09/10 15:45:00;-29,6;74.6
1607;2020/09/10 15:46:00;-29,7;74.6
1608;2020/09/10 15:47:00;-29,7;74.6
1609;2020/09/10 15:48:00;-29,7;74.6
1610;2020/09/10 15:49:00;-29,7;74.2
1611;2020/09/10 15:50:00;-29,7;74.2
1612;2020/09/10 15:51:00;-29,7;74.2
1613;2020/09/10 15:52:00;-29,8;74.2
1614;2020/09/10 15:53:00;-29,8;73.8
1615;2020/09/10 15:54:00;-29,9;73.7
1616;2020/09/10 15:55:00;-29,9;73.7
1617;2020/09/10 15:56:00;-29,9;73.7
1618;2020/09/10 15:57:00;-30;73.7
1619;2020/09/10 15:58:00;-30,1;73.7
1620;2020/09/10 15:59:00;-30,1;73.3
1621;2020/09/10 16:00:00;-30,1;73.3
1622;2020/09/10 16:01:00;-30,1;73.3
1623;2020/09/10 16:02:00;-30,2;73.3
1624;2020/09/10 16:03:00;-30,2;73.2
1625;2020/09/10 16:04:00;-30,3;73.2
1626;2020/09/10 16:05:00;-30,3;73.2
1627;2020/09/10 16:06:00;-30,3;73.2
1628;2020/09/10 16:07:00;-30,4;72.8
1629;2020/09/10 16:08:00;-30,4;72.8
1630;2020/09/10 16:09:00;-30,5;72.8
1631;2020/09/10 16:10:00;-30,5;72.8
1632;2020/09/10 16:11:00;-30,5;72.8
1633;2020/09/10 16:12:00;-30,6;72.8
1634;2020/09/10 16:13:00;-30,6;72.8
1635;2020/09/10 16:14:00;-30,7;72.7
1636;2020/09/10 16:15:00;-30,7;72.7
1637;2020/09/10 16:16:00;-30,7;72.7
1638;2020/09/10 16:17:00;-30,7;72.7
1639;2020/09/10 16:18:00;-30,7;72.7
1640;2020/09/10 16:19:00;-30,6;72.8
1641;2020/09/10 16:20:00;-30,6;72.8
1642;2020/09/10 16:21:00;-30,6;72.8
1643;2020/09/10 16:22:00;-30,6;72.8
1644;2020/09/10 16:23:00;-30,6;72.8
1645;2020/09/10 16:24:00;-30,6;72.8
1646;2020/09/10 16:25:00;-30,6;72.8
1647;2020/09/10 16:26:00;-30,6;72.7
1648;2020/09/10 16:27:00;-30,6;72.8
1649;2020/09/10 16:28:00;-30,6;72.7
1650;2020/09/10 16:29:00;-30,7;72.7
1651;2020/09/10 16:30:00;-30,7;72.7
1652;2020/09/10 16:31:00;-30,7;72.7
1653;2020/09/10 16:32:00;-30,7;72.7
1654;2020/09/10 16:33:00;-30,7;72.7
1655;2020/09/10 16:34:00;-30,7;72.7
1656;2020/09/10 16:35:00;-30,7;72.7
1657;2020/09/10 16:36:00;-30,7;72.7
1658;2020/09/10 16:37:00;-30,7;72.7
1659;2020/09/10 16:38:00;-30,7;72.7
1660;2020/09/10 16:39:00;-30,7;72.7
1661;2020/09/10 16:40:00;-30,7;72.7
1662;2020/09/10 16:41:00;-30,7;72.8
1663;2020/09/10 16:42:00;-30,6;72.8
1664;2020/09/10 16:43:00;-30,6;73.2
1665;2020/09/10 16:44:00;-30,6;73.2
1666;2020/09/10 16:45:00;-30,5;73.6
1667;2020/09/10 16:46:00;-30,5;73.6
1668;2020/09/10 16:47:00;-30,4;73.6
1669;2020/09/10 16:48:00;-30,4;73.7
1670;2020/09/10 16:49:00;-30,4;73.7
1671;2020/09/10 16:50:00;-30,3;73.7
1672;2020/09/10 16:51:00;-30,3;73.3
1673;2020/09/10 16:52:00;-30,2;73.3
1674;2020/09/10 16:53:00;-30,2;73.7
1675;2020/09/10 16:54:00;-30,2;73.7
1676;2020/09/10 16:55:00;-30,1;73.7
1677;2020/09/10 16:56:00;-30,1;74.1
1678;2020/09/10 16:57:00;-30,1;74.2
1679;2020/09/10 16:58:00;-30,1;74.2
1680;2020/09/10 16:59:00;-30;73.8
1681;2020/09/10 17:00:00;-29,9;73.8
1682;2020/09/10 17:01:00;-29,9;73.4
1683;2020/09/10 17:02:00;-29,8;73.4
1684;2020/09/10 17:03:00;-29,7;73
1685;2020/09/10 17:04:00;-29,6;73
1686;2020/09/10 17:05:00;-29,5;73.5
1687;2020/09/10 17:06:00;-29,4;73.5
1688;2020/09/10 17:07:00;-29,3;73.5
1689;2020/09/10 17:08:00;-29,3;74
1690;2020/09/10 17:09:00;-29,2;74
1691;2020/09/10 17:10:00;-29,1;74
1692;2020/09/10 17:11:00;-29;74
1693;2020/09/10 17:12:00;-28,9;74
1694;2020/09/10 17:13:00;-28,8;73.7
1695;2020/09/10 17:14:00;-28,8;73.7
1696;2020/09/10 17:15:00;-28,7;74.1
1697;2020/09/10 17:16:00;-28,6;74.1
1698;2020/09/10 17:17:00;-28,5;74.2
1699;2020/09/10 17:18:00;-28,5;74.6
1700;2020/09/10 17:19:00;-28,4;74.2
1701;2020/09/10 17:20:00;-28,3;74.2
1702;2020/09/10 17:21:00;-28,3;73.8
1703;2020/09/10 17:22:00;-28,2;73.8
1704;2020/09/10 17:23:00;-28,1;73.9
1705;2020/09/10 17:24:00;-28;73.5
1706;2020/09/10 17:25:00;-27,9;73.5
1707;2020/09/10 17:26:00;-27,9;73.1
1708;2020/09/10 17:27:00;-27,8;72.6
1709;2020/09/10 17:28:00;-27,8;72.7
1710;2020/09/10 17:29:00;-27,8;72.7
1711;2020/09/10 17:30:00;-27,8;72.7
1712;2020/09/10 17:31:00;-27,7;72.7
1713;2020/09/10 17:32:00;-27,7;72.2
1714;2020/09/10 17:33:00;-27,7;72.2
1715;2020/09/10 17:34:00;-27,7;72.2
1716;2020/09/10 17:35:00;-27,7;72.2
1717;2020/09/10 17:36:00;-27,7;72.2
1718;2020/09/10 17:37:00;-27,7;72.2
1719;2020/09/10 17:38:00;-27,7;72.2
1720;2020/09/10 17:39:00;-27,7;72.2
1721;2020/09/10 17:40:00;-27,6;72.2
1722;2020/09/10 17:41:00;-27,7;71.8
1723;2020/09/10 17:42:00;-27,7;71.8
1724;2020/09/10 17:43:00;-27,7;71.8
