;fixed_time;0BC-T1;0BC-T2;0BC-T3;0BC-T4;09F-T1;09F-T2;09F-T3;146-T1;146-T2;146-T3;146-T4;09F-T4;real_time
8801;2021-03-07 19:09:28;-76,69;-77,08;-76,3;-77,08;-79,81;-79,98;-79,98;-75,72;-76,5;-75,72;-79,03;16,36;2021-03-07 19:09:28
8802;2021-03-07 19:10:29;-76,89;-77,08;-76,3;-77,08;-80,36;-79,61;-79,98;-75,72;-76,5;-75,53;-79,03;15,96;2021-03-07 19:10:29
8803;2021-03-07 19:11:30;-76,89;-77,08;-76,3;-77,08;-80,17;-79,81;-79,81;-75,53;-76,3;-75,53;-78,83;15,96;2021-03-07 19:11:30
8804;2021-03-07 19:12:31;-77,08;-77,08;-76,5;-77,08;-79,98;-79,42;-80,17;-75,33;-76,11;-75,33;-78,83;16,16;2021-03-07 19:12:31
8805;2021-03-07 19:13:31;-77,08;-77,08;-76,69;-77,08;-79,81;-79,81;-80,36;-75,33;-76,11;-75,33;-78,83;15,96;2021-03-07 19:13:31
8806;2021-03-07 19:14:32;-77,28;-77,08;-76,5;-77,28;-79,98;-79,98;-80,36;-75,33;-75,91;-75,14;-78,83;16,56;2021-03-07 19:14:32
8807;2021-03-07 19:15:33;-77,28;-77,08;-76,69;-77,28;-80,17;-80,56;-80,17;-75,14;-75,91;-75,14;-78,64;16,56;2021-03-07 19:15:33
8808;2021-03-07 19:16:34;-77,28;-77,08;-76,89;-77,28;-79,81;-79,98;-80,56;-74,94;-75,91;-74,94;-78,25;15,96;2021-03-07 19:16:34
8809;2021-03-07 19:17:35;-77,28;-77,08;-76,89;-77,47;-80,17;-80,17;-80,56;-75,14;-75,91;-75,14;-78,64;16,36;2021-03-07 19:17:35
8810;2021-03-07 19:18:36;-77,28;-77,28;-76,89;-77,47;-79,98;-80,36;-80,95;-74,94;-75,91;-74,94;-78,25;16,76;2021-03-07 19:18:36
8811;2021-03-07 19:19:36;-77,47;-77,28;-76,89;-77,67;-79,98;-80,36;-80,36;-75,72;-76,69;-76,5;-78,44;16,16;2021-03-07 19:19:36
8812;2021-03-07 19:20:37;-77,47;-77,28;-76,89;-77,47;-79,98;-79,81;-80,56;-75,91;-76,69;-76,89;-78,64;16,76;2021-03-07 19:20:37
8813;2021-03-07 19:21:38;-77,47;-77,28;-76,89;-77,47;-79,98;-79,81;-80,75;-76,3;-77,08;-76,89;-79,03;16,56;2021-03-07 19:21:38
8814;2021-03-07 19:23:40;-77,28;-77,28;-76,69;-77,28;-79,81;-79,61;-80,56;-76,5;-77,08;-76,89;-78,44;16,56;2021-03-07 19:23:40
8815;2021-03-07 19:24:40;-77,08;-77,28;-76,5;-77,28;-79,81;-79,61;-80,36;-76,5;-77,28;-76,69;-78,44;16,56;2021-03-07 19:24:40
8816;2021-03-07 19:25:41;-76,89;-77,28;-76,5;-77,08;-79,61;-79,42;-80,36;-76,5;-77,08;-76,69;-78,64;16,56;2021-03-07 19:25:41
8817;2021-03-07 19:26:42;-76,69;-77,08;-76,3;-77,08;-79,81;-79,42;-80,17;-76,3;-77,08;-76,5;-78,64;16,56;2021-03-07 19:26:42
8818;2021-03-07 19:27:43;-76,5;-77,28;-76,11;-76,89;-79,61;-79,42;-79,98;-76,3;-76,89;-76,5;-78,83;16,56;2021-03-07 19:27:43
8819;2021-03-07 19:28:44;-76,3;-77,08;-75,91;-76,89;-79,61;-79,81;-79,98;-76,3;-76,69;-76,5;-78,64;16,16;2021-03-07 19:28:44
8820;2021-03-07 19:29:44;-76,3;-76,89;-75,91;-76,89;-79,61;-79,03;-79,61;-76,5;-76,5;-76,3;-78,44;16,36;2021-03-07 19:29:44
8821;2021-03-07 19:30:45;-75,91;-77,08;-75,91;-76,89;-79,03;-79,42;-79,42;-76,3;-76,5;-76,3;-78,83;16,16;2021-03-07 19:30:45
8822;2021-03-07 19:31:46;-75,91;-77,08;-75,91;-76,89;-78,64;-79,42;-79,81;-75,91;-76,69;-75,91;-78,83;16,56;2021-03-07 19:31:46
8823;2021-03-07 19:32:47;-76,11;-77,28;-76,11;-76,89;-79,81;-79,61;-79,42;-76,11;-76,5;-75,91;-78,44;16,36;2021-03-07 19:32:47
8824;2021-03-07 19:33:48;-76,11;-77,08;-76,11;-77,08;-79,42;-79,61;-79,81;-75,72;-76,5;-76,11;-78,44;15,76;2021-03-07 19:33:48
8825;2021-03-07 19:34:48;-76,3;-77,08;-76,11;-77,08;-79,61;-79,22;-79,81;-76,11;-76,69;-75,91;-79,03;15,96;2021-03-07 19:34:48
8826;2021-03-07 19:35:49;-76,5;-77,08;-76,3;-77,08;-79,03;-79,61;-79,61;-75,91;-76,69;-76,11;-78,44;16,16;2021-03-07 19:35:49
8827;2021-03-07 19:36:50;-76,69;-77,08;-76,3;-76,89;-79,22;-79,61;-79,98;-75,91;-76,5;-75,91;-79,03;16,16;2021-03-07 19:36:50
8828;2021-03-07 19:37:51;-76,69;-77,08;-76,5;-77,08;-80,56;-79,42;-79,98;-75,91;-76,5;-75,72;-79,03;15,96;2021-03-07 19:37:51
8829;2021-03-07 19:38:52;-76,69;-77,08;-76,5;-77,08;-80,17;-80,36;-80,36;-75,72;-76,5;-75,72;-78,83;16,56;2021-03-07 19:38:52
8830;2021-03-07 19:39:53;-76,89;-77,28;-76,5;-77,08;-79,61;-79,98;-79,81;-75,72;-76,3;-75,53;-78,83;15,96;2021-03-07 19:39:53
8831;2021-03-07 19:40:53;-77,28;-77,08;-76,69;-77,28;-79,98;-79,42;-80,36;-75,53;-76,11;-75,53;-78,83;16,36;2021-03-07 19:40:53
8832;2021-03-07 19:41:54;-77,08;-77,08;-76,69;-77,28;-79,81;-79,61;-80,75;-75,33;-76,11;-75,33;-78,64;16,16;2021-03-07 19:41:54
8833;2021-03-07 19:42:55;-77,28;-77,08;-76,69;-77,28;-80,17;-80,17;-80,17;-75,33;-75,91;-75,14;-78,64;16,76;2021-03-07 19:42:55
8834;2021-03-07 19:43:56;-77,28;-77,28;-76,69;-77,47;-80,17;-79,61;-80,56;-75,14;-76,3;-75,14;-78,44;15,76;2021-03-07 19:43:56
8835;2021-03-07 19:44:57;-77,28;-77,08;-76,69;-77,47;-80,17;-79,98;-80,75;-75,14;-75,72;-75,14;-78,64;16,56;2021-03-07 19:44:57
8836;2021-03-07 19:45:57;-77,28;-77,08;-76,89;-77,47;-79,98;-79,42;-80,36;-75,14;-75,53;-74,75;-78,05;15,96;2021-03-07 19:45:57
8837;2021-03-07 19:46:58;-77,28;-77,28;-76,89;-77,67;-80,36;-80,17;-80,75;-74,94;-75,72;-75,14;-78,64;16,56;2021-03-07 19:46:58
8838;2021-03-07 19:47:59;-77,28;-77,28;-76,89;-77,67;-79,98;-79,81;-80,75;-75,72;-76,5;-76,5;-78,64;16,76;2021-03-07 19:47:59
8839;2021-03-07 19:49:00;-77,08;-77,28;-76,69;-77,47;-79,98;-79,81;-80,75;-75,72;-77,08;-76,69;-78,44;16,56;2021-03-07 19:49:00
8840;2021-03-07 19:50:01;-77,08;-77,28;-76,69;-77,47;-79,98;-79,81;-80,56;-76,3;-77,28;-76,89;-78,64;16,56;2021-03-07 19:50:01
8841;2021-03-07 19:51:01;-76,89;-77,28;-76,5;-77,28;-79,81;-79,81;-80,56;-76,3;-77,08;-76,89;-78,83;16,56;2021-03-07 19:51:01
8842;2021-03-07 19:52:02;-76,69;-77,28;-76,5;-77,28;-79,81;-79,61;-80,36;-76,3;-77,28;-76,89;-78,64;16,56;2021-03-07 19:52:02
8843;2021-03-07 19:53:03;-76,69;-77,28;-76,3;-77,28;-79,81;-79,61;-80,36;-76,11;-76,89;-76,69;-78,64;16,56;2021-03-07 19:53:03
8844;2021-03-07 19:54:04;-76,69;-77,28;-76,3;-77,08;-79,61;-79,61;-80,17;-76,3;-77,08;-76,3;-79,03;16,56;2021-03-07 19:54:04
8845;2021-03-07 19:55:05;-76,5;-77,08;-76,11;-77,08;-79,42;-79,98;-79,98;-76,11;-77,08;-76,3;-78,64;16,76;2021-03-07 19:55:05
8846;2021-03-07 19:56:05;-76,3;-77,08;-76,11;-76,89;-79,81;-79,03;-79,61;-76,11;-76,69;-76,5;-78,83;16,16;2021-03-07 19:56:05
8847;2021-03-07 19:57:06;-76,11;-76,89;-75,91;-76,89;-79,03;-79,42;-79,98;-76,11;-76,69;-76,3;-78,64;15,96;2021-03-07 19:57:06
8848;2021-03-07 19:58:07;-75,91;-77,28;-75,91;-76,89;-79,61;-79,42;-80,17;-75,91;-76,69;-76,11;-78,83;15,96;2021-03-07 19:58:07
8849;2021-03-07 19:59:08;-76,11;-77,08;-75,91;-76,89;-79,81;-79,61;-79,81;-76,3;-76,3;-76,3;-78,64;16,36;2021-03-07 19:59:08
8850;2021-03-07 20:00:09;-76,3;-76,89;-75,91;-76,89;-78,83;-79,22;-79,81;-75,91;-76,5;-76,11;-78,44;16,56;2021-03-07 20:00:09
8851;2021-03-07 20:01:10;-76,3;-77,08;-76,11;-76,89;-79,22;-79,42;-79,98;-76,11;-76,5;-75,91;-78,83;15,96;2021-03-07 20:01:10
8852;2021-03-07 20:02:10;-76,5;-77,08;-76,3;-77,08;-79,42;-79,81;-79,22;-76,11;-76,5;-75,91;-79,03;15,96;2021-03-07 20:02:10
8853;2021-03-07 20:03:11;-76,69;-77,08;-76,3;-77,08;-79,81;-79,03;-79,81;-75,91;-76,5;-75,91;-79,03;15,96;2021-03-07 20:03:11
8854;2021-03-07 20:04:12;-76,69;-77,08;-76,3;-76,89;-79,61;-79,22;-79,98;-75,91;-76,5;-75,91;-79,03;16,76;2021-03-07 20:04:12
8855;2021-03-07 20:05:13;-76,69;-77,08;-76,3;-77,08;-80,17;-79,22;-80,17;-75,72;-76,3;-75,72;-79,03;16,36;2021-03-07 20:05:13
8856;2021-03-07 20:06:14;-77,08;-77,08;-76,5;-77,08;-79,98;-79,61;-80,56;-75,53;-76,3;-75,53;-78,83;16,16;2021-03-07 20:06:14
8857;2021-03-07 20:07:14;-76,89;-77,08;-76,5;-77,28;-79,98;-80,36;-79,42;-75,53;-76,11;-75,33;-78,83;16,36;2021-03-07 20:07:14
8858;2021-03-07 20:08:15;-77,08;-76,89;-76,69;-77,28;-79,61;-79,61;-80,17;-75,33;-76,11;-75,33;-78,64;15,76;2021-03-07 20:08:15
8859;2021-03-07 20:09:16;-76,89;-77,28;-76,69;-77,47;-79,81;-79,61;-80,17;-75,33;-75,91;-75,14;-78,64;16,56;2021-03-07 20:09:16
8860;2021-03-07 20:10:17;-77,08;-77,08;-76,69;-77,47;-79,42;-79,61;-80,36;-75,53;-76,11;-75,14;-79,03;15,96;2021-03-07 20:10:17
8861;2021-03-07 20:11:18;-77,08;-77,28;-76,69;-77,47;-79,98;-80,56;-80,56;-75,33;-75,53;-75,14;-78,83;16,36;2021-03-07 20:11:18
8862;2021-03-07 20:12:18;-77,28;-77,28;-76,89;-77,47;-79,61;-80,17;-80,56;-75,14;-75,91;-75,14;-78,64;17,16;2021-03-07 20:12:18
8863;2021-03-07 20:13:19;-77,08;-77,28;-76,89;-77,47;-79,98;-79,42;-80,75;-75,33;-75,91;-76,5;-78,64;16,76;2021-03-07 20:13:19
8864;2021-03-07 20:14:20;-77,08;-77,28;-76,89;-77,47;-79,98;-79,81;-80,56;-76,11;-76,69;-76,89;-78,64;16,76;2021-03-07 20:14:20
8865;2021-03-07 20:15:21;-77,28;-77,28;-76,89;-77,47;-79,98;-79,81;-80,56;-76,3;-76,89;-76,69;-78,44;16,76;2021-03-07 20:15:21
8866;2021-03-07 20:16:22;-77,28;-77,28;-76,69;-77,28;-79,98;-79,81;-80,56;-76,69;-77,08;-76,89;-79,03;16,76;2021-03-07 20:16:22
8867;2021-03-07 20:17:23;-77,08;-77,28;-76,69;-77,28;-79,81;-79,61;-80,36;-76,3;-76,89;-76,89;-78,25;16,76;2021-03-07 20:17:23
8868;2021-03-07 20:18:23;-77,08;-77,28;-76,5;-77,28;-79,81;-79,61;-80,17;-76,3;-76,89;-76,69;-78,44;16,56;2021-03-07 20:18:23
8869;2021-03-07 20:19:24;-76,89;-77,28;-76,3;-77,08;-79,61;-79,42;-80,17;-76,11;-77,28;-76,69;-78,64;16,56;2021-03-07 20:19:24
8870;2021-03-07 20:20:25;-76,69;-77,08;-76,3;-77,08;-79,42;-79,42;-80,17;-76,3;-76,69;-76,69;-78,83;16,56;2021-03-07 20:20:25
8871;2021-03-07 20:21:26;-76,5;-77,08;-76,11;-77,28;-79,61;-79,61;-80,17;-76,3;-77,28;-76,5;-78,83;16,36;2021-03-07 20:21:26
8872;2021-03-07 20:22:27;-76,3;-77,28;-75,91;-77,08;-79,22;-78,83;-79,61;-75,91;-76,69;-76,3;-78,25;15,96;2021-03-07 20:22:27
8873;2021-03-07 20:23:27;-76,11;-77,08;-76,11;-76,89;-79,81;-79,42;-79,98;-75,91;-76,89;-76,5;-78,64;16,56;2021-03-07 20:23:27
8874;2021-03-07 20:24:28;-75,91;-77,08;-75,91;-76,89;-79,03;-79,42;-79,42;-75,91;-77,08;-76,3;-78,83;16,56;2021-03-07 20:24:28
8875;2021-03-07 20:25:29;-75,91;-76,89;-75,91;-76,89;-79,61;-79,98;-79,98;-75,91;-76,69;-76,3;-78,83;16,36;2021-03-07 20:25:29
8876;2021-03-07 20:26:30;-75,91;-77,08;-75,91;-77,08;-79,22;-79,42;-79,81;-76,3;-76,5;-76,11;-78,83;16,16;2021-03-07 20:26:30
8877;2021-03-07 20:27:31;-76,11;-77,08;-76,11;-76,89;-79,98;-79,61;-80,17;-75,91;-76,5;-75,91;-79,03;15,56;2021-03-07 20:27:31
8878;2021-03-07 20:28:31;-76,3;-77,08;-76,11;-76,89;-80,36;-79,81;-79,98;-76,11;-76,5;-76,11;-79,03;16,56;2021-03-07 20:28:31
8879;2021-03-07 20:29:32;-76,3;-77,08;-76,3;-76,89;-79,81;-80,17;-79,61;-75,91;-76,5;-75,91;-79,03;15,96;2021-03-07 20:29:32
8880;2021-03-07 20:30:33;-76,69;-77,08;-76,11;-76,89;-80,36;-79,42;-79,42;-75,91;-76,5;-75,72;-79,03;16,16;2021-03-07 20:30:33
8881;2021-03-07 20:31:34;-76,89;-77,08;-76,5;-77,08;-79,61;-79,81;-79,98;-75,72;-76,5;-75,72;-79,03;16,56;2021-03-07 20:31:34
8882;2021-03-07 20:32:35;-76,69;-77,08;-76,5;-77,08;-79,81;-80,17;-80,75;-75,53;-76,3;-75,53;-79,03;15,96;2021-03-07 20:32:35
8883;2021-03-07 20:33:36;-77,08;-77,08;-76,5;-77,08;-80,17;-79,61;-80,36;-75,53;-76,3;-75,53;-78,83;15,96;2021-03-07 20:33:36
8884;2021-03-07 20:34:36;-76,89;-77,08;-76,5;-77,28;-79,42;-79,81;-80,75;-75,33;-76,11;-75,33;-78,83;16,56;2021-03-07 20:34:36
8885;2021-03-07 20:35:37;-77,08;-77,08;-76,69;-77,28;-79,22;-79,61;-80,75;-75,33;-76,11;-75,14;-78,64;15,36;2021-03-07 20:35:37
8886;2021-03-07 20:36:38;-76,89;-77,28;-76,69;-77,28;-80,36;-79,42;-80,95;-75,14;-76,3;-75,33;-78,44;15,96;2021-03-07 20:36:38
8887;2021-03-07 20:37:39;-77,08;-77,08;-76,89;-77,47;-79,98;-79,61;-80,56;-75,53;-76,11;-75,14;-79,03;16,36;2021-03-07 20:37:39
8888;2021-03-07 20:39:40;-77,08;-77,28;-76,89;-77,47;-80,56;-80,17;-80,95;-75,14;-75,91;-74,75;-78,64;16,36;2021-03-07 20:39:40
8889;2021-03-07 20:40:41;-77,08;-77,08;-77,08;-77,47;-80,56;-79,98;-79,98;-75,14;-75,91;-75,72;-78,64;15,36;2021-03-07 20:40:41
8890;2021-03-07 20:41:42;-77,28;-77,28;-76,89;-77,67;-79,98;-79,81;-80,56;-75,53;-76,5;-76,89;-78,83;16,56;2021-03-07 20:41:42
8891;2021-03-07 20:42:43;-77,28;-77,28;-76,89;-77,47;-79,98;-79,81;-80,56;-76,3;-77,08;-76,89;-78,64;16,56;2021-03-07 20:42:43
8892;2021-03-07 20:43:44;-77,08;-77,28;-76,69;-77,47;-79,98;-79,81;-80,56;-76,5;-76,69;-76,89;-78,44;16,56;2021-03-07 20:43:44
8893;2021-03-07 20:44:44;-76,89;-77,28;-76,69;-77,28;-79,81;-79,61;-80,36;-76,3;-77,47;-76,69;-78,64;16,56;2021-03-07 20:44:44
8894;2021-03-07 20:45:45;-76,89;-77,28;-76,5;-77,28;-79,81;-79,61;-80,36;-76,5;-77,08;-76,69;-78,83;16,56;2021-03-07 20:45:45
8895;2021-03-07 20:46:46;-76,89;-77,28;-76,5;-77,28;-79,61;-79,42;-80,17;-76,5;-76,69;-76,69;-78,64;16,56;2021-03-07 20:46:46
8896;2021-03-07 20:47:47;-76,69;-77,28;-76,3;-77,08;-79,42;-79,42;-80,17;-76,3;-77,08;-76,69;-79,03;16,56;2021-03-07 20:47:47
8897;2021-03-07 20:48:48;-76,5;-77,08;-76,11;-77,08;-79,61;-79,42;-80,56;-76,11;-76,69;-76,5;-78,44;16,16;2021-03-07 20:48:48
8898;2021-03-07 20:49:48;-76,3;-77,08;-76,11;-77,08;-79,81;-79,81;-79,42;-76,11;-76,89;-76,3;-78,83;16,36;2021-03-07 20:49:48
8899;2021-03-07 20:50:49;-76,11;-77,08;-75,91;-76,89;-79,22;-79,98;-79,81;-76,11;-76,69;-76,3;-78,64;16,36;2021-03-07 20:50:49
8900;2021-03-07 20:51:50;-75,91;-77,08;-75,91;-76,89;-79,81;-79,61;-79,81;-75,91;-76,89;-76,3;-79,22;16,76;2021-03-07 20:51:50
8901;2021-03-07 20:52:51;-75,91;-77,08;-75,91;-76,89;-79,42;-78,64;-79,81;-75,91;-76,89;-76,3;-78,64;16,16;2021-03-07 20:52:51
8902;2021-03-07 20:53:52;-75,91;-77,08;-75,91;-76,89;-80,17;-79,81;-79,42;-75,91;-76,69;-76,3;-78,83;16,96;2021-03-07 20:53:52
8903;2021-03-07 20:54:53;-76,11;-77,08;-75,91;-76,89;-79,42;-79,22;-79,61;-76,11;-76,3;-76,11;-78,64;16,36;2021-03-07 20:54:53
8904;2021-03-07 20:55:53;-76,3;-77,08;-75,91;-76,89;-79,42;-79,22;-79,98;-75,72;-76,69;-76,11;-78,64;16,56;2021-03-07 20:55:53
8905;2021-03-07 20:56:54;-76,5;-77,08;-76,11;-77,08;-79,61;-79,61;-80,17;-75,91;-76,5;-75,91;-79,03;15,96;2021-03-07 20:56:54
8906;2021-03-07 20:57:55;-76,69;-77,08;-76,3;-77,08;-79,81;-79,98;-79,98;-75,72;-76,5;-75,72;-79,03;16,16;2021-03-07 20:57:55
8907;2021-03-07 20:58:56;-76,5;-77,08;-76,3;-77,08;-79,98;-79,61;-80,17;-75,72;-76,5;-75,53;-79,03;16,36;2021-03-07 20:58:56
8908;2021-03-07 20:59:57;-76,89;-77,28;-76,3;-77,08;-79,98;-79,98;-80,36;-75,53;-76,3;-75,53;-79,03;16,36;2021-03-07 20:59:57
8909;2021-03-07 21:00:57;-76,89;-77,08;-76,5;-77,08;-79,61;-79,42;-80,17;-75,53;-76,11;-75,33;-78,83;15,96;2021-03-07 21:00:57
8910;2021-03-07 21:01:58;-77,08;-77,28;-76,5;-77,08;-79,98;-79,81;-80,56;-75,33;-76,11;-75,33;-78,64;16,16;2021-03-07 21:01:58
8911;2021-03-07 21:02:59;-77,08;-77,28;-76,69;-77,28;-79,42;-79,42;-80,56;-75,14;-75,91;-75,14;-78,64;15,96;2021-03-07 21:02:59
8912;2021-03-07 21:04:00;-77,28;-77,08;-76,69;-77,28;-80,17;-79,98;-80,36;-75,33;-76,11;-75,14;-78,25;15,96;2021-03-07 21:04:00
8913;2021-03-07 21:05:01;-77,28;-77,28;-76,89;-77,28;-80,17;-79,22;-80,17;-75,33;-75,72;-75,14;-78,64;16,56;2021-03-07 21:05:01
8914;2021-03-07 21:06:01;-77,08;-77,28;-76,89;-77,47;-80,17;-79,81;-80,56;-74,94;-76,11;-75,33;-78,83;16,16;2021-03-07 21:06:01
8915;2021-03-07 21:07:02;-77,08;-77,28;-76,89;-77,47;-80,17;-79,81;-80,17;-75,72;-76,3;-76,89;-78,64;16,16;2021-03-07 21:07:02
8916;2021-03-07 21:08:03;-77,08;-77,28;-76,89;-77,47;-80,17;-79,81;-80,75;-76,11;-76,89;-76,69;-78,64;16,16;2021-03-07 21:08:03
8917;2021-03-07 21:09:04;-77,08;-77,28;-76,89;-77,67;-79,98;-79,98;-80,75;-76,69;-77,08;-77,08;-78,83;16,56;2021-03-07 21:09:04
8918;2021-03-07 21:11:06;-77,28;-77,28;-76,89;-77,47;-79,98;-79,61;-80,56;-76,5;-77,08;-76,89;-78,64;16,36;2021-03-07 21:11:06
8919;2021-03-07 21:12:06;-77,08;-77,28;-76,69;-77,47;-79,98;-79,81;-80,56;-76,5;-76,69;-76,89;-79,03;16,56;2021-03-07 21:12:06
8920;2021-03-07 21:13:07;-77,08;-77,28;-76,69;-77,28;-79,98;-79,81;-80,56;-76,5;-76,89;-76,69;-78,64;16,56;2021-03-07 21:13:07
8921;2021-03-07 21:14:08;-77,08;-77,28;-76,5;-77,28;-79,81;-79,61;-80,36;-76,11;-77,28;-76,5;-78,64;16,56;2021-03-07 21:14:08
8922;2021-03-07 21:15:09;-76,89;-77,28;-76,5;-77,28;-79,61;-79,61;-80,17;-76,3;-76,69;-76,5;-78,64;16,36;2021-03-07 21:15:09
8923;2021-03-07 21:16:10;-76,69;-77,08;-76,3;-77,08;-79,61;-79,61;-80,17;-76,11;-76,69;-76,3;-79,22;16,56;2021-03-07 21:16:10
8924;2021-03-07 21:17:10;-76,69;-77,08;-76,11;-77,08;-80,17;-79,61;-80,17;-76,11;-76,89;-76,3;-78,64;16,16;2021-03-07 21:17:10
8925;2021-03-07 21:18:11;-76,5;-77,08;-76,11;-76,89;-79,03;-79,61;-79,98;-76,3;-76,69;-76,11;-79,03;16,16;2021-03-07 21:18:11
8926;2021-03-07 21:19:12;-76,3;-77,08;-75,91;-76,69;-79,22;-79,03;-79,98;-76,11;-76,3;-76,11;-79,03;15,96;2021-03-07 21:19:12
8927;2021-03-07 21:20:13;-75,91;-77,08;-75,91;-76,89;-79,61;-78,83;-79,61;-76,11;-76,5;-76,11;-78,64;15,76;2021-03-07 21:20:13
8928;2021-03-07 21:21:14;-75,91;-77,08;-75,91;-76,89;-79,81;-79,03;-79,98;-76,5;-76,89;-75,91;-78,64;15,96;2021-03-07 21:21:14
8929;2021-03-07 21:22:15;-75,91;-77,08;-75,91;-77,08;-79,81;-78,83;-79,81;-76,11;-76,5;-75,91;-78,83;15,36;2021-03-07 21:22:15
8930;2021-03-07 21:23:15;-76,11;-77,08;-75,91;-76,89;-79,22;-79,42;-79,98;-75,72;-76,69;-75,91;-79,03;15,96;2021-03-07 21:23:15
8931;2021-03-07 21:24:16;-76,3;-76,89;-76,11;-76,89;-79,61;-79,81;-79,61;-75,91;-76,5;-75,91;-79,03;15,76;2021-03-07 21:24:16
8932;2021-03-07 21:25:17;-76,3;-77,08;-76,11;-76,89;-79,61;-79,81;-79,98;-75,91;-76,5;-75,72;-79,03;15,76;2021-03-07 21:25:17
8933;2021-03-07 21:26:18;-76,3;-77,08;-76,3;-76,89;-79,61;-79,61;-79,98;-75,72;-76,3;-75,72;-78,83;16,16;2021-03-07 21:26:18
8934;2021-03-07 21:27:19;-76,5;-77,08;-76,3;-76,89;-79,81;-79,22;-80,36;-75,53;-76,3;-75,53;-78,83;15,96;2021-03-07 21:27:19
8935;2021-03-07 21:28:19;-76,69;-77,08;-76,3;-77,08;-79,98;-79,42;-80,17;-75,53;-76,11;-75,53;-78,83;15,76;2021-03-07 21:28:19
8936;2021-03-07 21:29:20;-76,89;-77,08;-76,5;-77,08;-79,98;-80,17;-80,56;-75,33;-76,11;-75,33;-78,83;16,36;2021-03-07 21:29:20
8937;2021-03-07 21:30:21;-76,69;-77,08;-76,5;-77,08;-79,61;-79,61;-80,17;-75,33;-76,11;-75,14;-78,64;15,36;2021-03-07 21:30:21
8938;2021-03-07 21:31:22;-76,89;-77,08;-76,69;-77,28;-79,98;-79,22;-80,36;-75,14;-75,91;-75,14;-78,64;15,96;2021-03-07 21:31:22
8939;2021-03-07 21:32:23;-77,08;-77,28;-76,89;-77,28;-80,36;-79,61;-80,36;-75,33;-75,72;-74,94;-78,44;15,96;2021-03-07 21:32:23
8940;2021-03-07 21:33:24;-77,08;-77,08;-76,69;-77,47;-80,56;-79,81;-80,17;-74,94;-75,72;-75,14;-78,83;16,16;2021-03-07 21:33:24
8941;2021-03-07 21:34:24;-77,08;-77,08;-76,89;-77,47;-80,56;-80,17;-80,56;-75,33;-75,91;-74,94;-78,64;15,96;2021-03-07 21:34:24
8942;2021-03-07 21:35:25;-77,28;-77,28;-76,89;-77,47;-80,36;-80,17;-80,95;-75,14;-75,53;-75,53;-78,64;15,96;2021-03-07 21:35:25
8943;2021-03-07 21:36:26;-77,28;-77,28;-77,08;-77,47;-79,98;-79,81;-80,95;-75,72;-76,5;-76,69;-78,64;16,36;2021-03-07 21:36:26
8944;2021-03-07 21:37:27;-77,28;-77,28;-77,08;-77,67;-79,98;-79,98;-80,56;-76,3;-76,89;-76,69;-78,44;16,36;2021-03-07 21:37:27
8945;2021-03-07 21:38:28;-77,28;-77,28;-77,08;-77,47;-79,98;-79,81;-80,75;-76,3;-76,69;-76,69;-78,44;16,36;2021-03-07 21:38:28
8946;2021-03-07 21:39:28;-77,28;-77,28;-76,89;-77,47;-79,98;-79,81;-80,56;-76,11;-77,08;-76,69;-78,64;16,56;2021-03-07 21:39:28
8947;2021-03-07 21:40:29;-77,08;-77,28;-76,69;-77,28;-79,98;-79,81;-80,56;-76,5;-76,89;-76,69;-78,44;16,16;2021-03-07 21:40:29
8948;2021-03-07 21:41:30;-76,89;-77,28;-76,5;-77,28;-79,81;-79,81;-80,56;-76,3;-76,89;-76,69;-78,44;16,16;2021-03-07 21:41:30
8949;2021-03-07 21:42:31;-76,89;-77,28;-76,5;-77,28;-79,81;-79,61;-80,36;-76,11;-76,89;-76,5;-78,64;16,16;2021-03-07 21:42:31
8950;2021-03-07 21:43:32;-76,69;-77,28;-76,3;-77,08;-79,81;-79,61;-80,17;-75,91;-77,08;-76,5;-78,44;16,36;2021-03-07 21:43:32
8951;2021-03-07 21:44:32;-76,5;-77,28;-76,3;-77,08;-79,61;-79,42;-80,17;-76,11;-76,69;-76,3;-78,44;16,36;2021-03-07 21:44:32
8952;2021-03-07 21:45:33;-76,5;-77,08;-76,11;-76,89;-79,81;-79,42;-80,36;-75,91;-76,5;-76,3;-78,25;16,16;2021-03-07 21:45:33
8953;2021-03-07 21:46:34;-76,5;-77,08;-76,11;-76,89;-79,42;-78,83;-80,17;-75,91;-76,5;-76,11;-78,25;15,96;2021-03-07 21:46:34
8954;2021-03-07 21:47:35;-76,11;-77,08;-75,91;-76,89;-79,42;-78,83;-80,17;-75,72;-76,69;-76,11;-78,64;16,16;2021-03-07 21:47:35
8955;2021-03-07 21:48:36;-75,72;-77,08;-75,91;-76,69;-79,22;-79,81;-80,17;-76,11;-76,69;-75,91;-78,83;15,76;2021-03-07 21:48:36
8956;2021-03-07 21:49:37;-75,91;-77,08;-75,91;-76,89;-79,81;-79,98;-79,81;-75,91;-76,5;-75,91;-78,83;15,56;2021-03-07 21:49:37
8957;2021-03-07 21:50:37;-75,72;-77,08;-75,91;-76,89;-79,61;-80,56;-79,61;-75,91;-76,5;-75,91;-78,83;15,36;2021-03-07 21:50:37
8958;2021-03-07 21:51:38;-75,91;-77,08;-75,91;-76,89;-79,42;-79,81;-79,98;-75,33;-76,11;-75,91;-79,03;15,36;2021-03-07 21:51:38
